Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,Carcase,Bruising ? Traumatic,2018-07,England,1056,704944,140,0.15
Sheep,Carcase,Bruising ? Traumatic,2018-08,England,1359,886565,141,0.153
Sheep,Carcase,Bruising ? Traumatic,2018-09,England,901,642372,139,0.14
Sheep,Carcase,Bruising ? Traumatic,2018-07,Wales,737,265665,19,0.277
Sheep,Carcase,Bruising ? Traumatic,2018-08,Wales,669,318698,19,0.21
Sheep,Carcase,Bruising ? Traumatic,2018-09,Wales,572,310058,19,0.184
Sheep,Carcase,Bruising ? Wool Pull,2018-07,England,540,704944,140,0.077
Sheep,Carcase,Bruising ? Wool Pull,2018-08,England,740,886565,141,0.083
Sheep,Carcase,Bruising ? Wool Pull,2018-09,England,507,642372,139,0.079
Sheep,Carcase,Bruising ? Wool Pull,2018-07,Wales,198,265665,19,0.075
Sheep,Carcase,Bruising ? Wool Pull,2018-08,Wales,155,318698,19,0.049
Sheep,Carcase,Bruising ? Wool Pull,2018-09,Wales,111,310058,19,0.036
Sheep,Carcase,Contamination,2018-07,England,21184,704944,140,3.005
Sheep,Carcase,Contamination,2018-08,England,27504,886565,141,3.102
Sheep,Carcase,Contamination,2018-09,England,20506,642372,139,3.192
Sheep,Carcase,Contamination,2018-07,Wales,8346,265665,19,3.142
Sheep,Carcase,Contamination,2018-08,Wales,10888,318698,19,3.416
Sheep,Carcase,Contamination,2018-09,Wales,11399,310058,19,3.676
Sheep,Carcase,Cysticercus ovis (Carcase),2018-07,England,2017,704944,140,0.286
Sheep,Carcase,Cysticercus ovis (Carcase),2018-08,England,2342,886565,141,0.264
Sheep,Carcase,Cysticercus ovis (Carcase),2018-09,England,1483,642372,139,0.231
Sheep,Carcase,Cysticercus ovis (Carcase),2018-07,Wales,611,265665,19,0.23
Sheep,Carcase,Cysticercus ovis (Carcase),2018-08,Wales,898,318698,19,0.282
Sheep,Carcase,Cysticercus ovis (Carcase),2018-09,Wales,1218,310058,19,0.393
Sheep,Carcase,Hydatid Cyst,2018-07,England,379,704944,140,0.054
Sheep,Carcase,Hydatid Cyst,2018-08,England,131,886565,141,0.015
Sheep,Carcase,Hydatid Cyst,2018-09,England,81,642372,139,0.013
Sheep,Carcase,Hydatid Cyst,2018-07,Wales,3,265665,19,0.001
Sheep,Carcase,Hydatid Cyst,2018-08,Wales,5,318698,19,0.002
Sheep,Carcase,Hydatid Cyst,2018-09,Wales,5,310058,19,0.002
Sheep,Carcase,Joint Lesions,2018-07,England,2542,704944,140,0.361
Sheep,Carcase,Joint Lesions,2018-08,England,3486,886565,141,0.393
Sheep,Carcase,Joint Lesions,2018-09,England,2317,642372,139,0.361
Sheep,Carcase,Joint Lesions,2018-07,Wales,1024,265665,19,0.385
Sheep,Carcase,Joint Lesions,2018-08,Wales,1217,318698,19,0.382
Sheep,Carcase,Joint Lesions,2018-09,Wales,1228,310058,19,0.396
Sheep,Carcase,Other,2018-07,England,4698,704944,140,0.666
Sheep,Carcase,Other,2018-08,England,6169,886565,141,0.696
Sheep,Carcase,Other,2018-09,England,5129,642372,139,0.798
Sheep,Carcase,Other,2018-07,Wales,964,265665,19,0.363
Sheep,Carcase,Other,2018-08,Wales,1190,318698,19,0.373
Sheep,Carcase,Other,2018-09,Wales,336,310058,19,0.108
Sheep,Carcases,Contamination,2018-09,England,2,642372,139,0
Sheep,Carcases,Joint Lesions (Incl. Arthritis),2018-09,England,2,642372,139,0
Sheep,Offal,Contamination,2018-07,England,9063,704944,140,1.286
Sheep,Offal,Contamination,2018-08,England,14074,886565,141,1.587
Sheep,Offal,Contamination,2018-09,England,8709,642372,139,1.356
Sheep,Offal,Contamination,2018-07,Wales,3629,265665,19,1.366
Sheep,Offal,Contamination,2018-08,Wales,4215,318698,19,1.323
Sheep,Offal,Contamination,2018-09,Wales,2903,310058,19,0.936
Sheep,Offal,Cysticercus ovis (Offal),2018-07,England,3173,704944,140,0.45
Sheep,Offal,Cysticercus ovis (Offal),2018-08,England,4038,886565,141,0.455
Sheep,Offal,Cysticercus ovis (Offal),2018-09,England,2603,642372,139,0.405
Sheep,Offal,Cysticercus ovis (Offal),2018-07,Wales,577,265665,19,0.217
Sheep,Offal,Cysticercus ovis (Offal),2018-08,Wales,799,318698,19,0.251
Sheep,Offal,Cysticercus ovis (Offal),2018-09,Wales,1559,310058,19,0.503
Sheep,Offal,Cysticercus tenuicollis,2018-07,England,51368,704944,140,7.287
Sheep,Offal,Cysticercus tenuicollis,2018-08,England,66049,886565,141,7.45
Sheep,Offal,Cysticercus tenuicollis,2018-09,England,39738,642372,139,6.186
Sheep,Offal,Cysticercus tenuicollis,2018-07,Wales,19418,265665,19,7.309
Sheep,Offal,Cysticercus tenuicollis,2018-08,Wales,17707,318698,19,5.556
Sheep,Offal,Cysticercus tenuicollis,2018-09,Wales,13787,310058,19,4.447
Sheep,Offal,Fluke Immature,2018-07,England,8031,704944,140,1.139
Sheep,Offal,Fluke Immature,2018-08,England,11413,886565,141,1.287
Sheep,Offal,Fluke Immature,2018-09,England,5878,642372,139,0.915
Sheep,Offal,Fluke Immature,2018-07,Wales,161,265665,19,0.061
Sheep,Offal,Fluke Immature,2018-08,Wales,306,318698,19,0.096
Sheep,Offal,Fluke Immature,2018-09,Wales,320,310058,19,0.103
Sheep,Offal,Fluke Mature,2018-07,England,30840,704944,140,4.375
Sheep,Offal,Fluke Mature,2018-08,England,38325,886565,141,4.323
Sheep,Offal,Fluke Mature,2018-09,England,26302,642372,139,4.095
Sheep,Offal,Fluke Mature,2018-07,Wales,5356,265665,19,2.016
Sheep,Offal,Fluke Mature,2018-08,Wales,6780,318698,19,2.127
Sheep,Offal,Fluke Mature,2018-09,Wales,7480,310058,19,2.412
Sheep,Offal,Historic Liver Scarring,2018-07,England,2199,704944,140,0.312
Sheep,Offal,Historic Liver Scarring,2018-08,England,3898,886565,141,0.44
Sheep,Offal,Historic Liver Scarring,2018-09,England,3101,642372,139,0.483
Sheep,Offal,Historic Liver Scarring,2018-07,Wales,137,265665,19,0.052
Sheep,Offal,Historic Liver Scarring,2018-08,Wales,254,318698,19,0.08
Sheep,Offal,Historic Liver Scarring,2018-09,Wales,308,310058,19,0.099
Sheep,Offal,Hydatid Cyst,2018-07,England,958,704944,140,0.136
Sheep,Offal,Hydatid Cyst,2018-08,England,1745,886565,141,0.197
Sheep,Offal,Hydatid Cyst,2018-09,England,1185,642372,139,0.184
Sheep,Offal,Hydatid Cyst,2018-07,Wales,35,265665,19,0.013
Sheep,Offal,Hydatid Cyst,2018-08,Wales,111,318698,19,0.035
Sheep,Offal,Hydatid Cyst,2018-09,Wales,53,310058,19,0.017
Sheep,Offal,Lung Abscesses,2018-07,England,4375,704944,140,0.621
Sheep,Offal,Lung Abscesses,2018-08,England,5136,886565,141,0.579
Sheep,Offal,Lung Abscesses,2018-09,England,4189,642372,139,0.652
Sheep,Offal,Lung Abscesses,2018-07,Wales,2105,265665,19,0.792
Sheep,Offal,Lung Abscesses,2018-08,Wales,1619,318698,19,0.508
Sheep,Offal,Lung Abscesses,2018-09,Wales,1321,310058,19,0.426
Sheep,Offal,Lung Worm ,2018-07,England,34493,704944,140,4.893
Sheep,Offal,Lung Worm ,2018-08,England,39009,886565,141,4.4
Sheep,Offal,Lung Worm ,2018-09,England,25763,642372,139,4.011
Sheep,Offal,Lung Worm ,2018-07,Wales,9464,265665,19,3.562
Sheep,Offal,Lung Worm ,2018-08,Wales,16316,318698,19,5.12
Sheep,Offal,Lung Worm ,2018-09,Wales,11491,310058,19,3.706
Sheep,Offal,Lungworm,2018-08,England,3,886565,141,0
Sheep,Offal,Lungworm,2018-09,England,2,642372,139,0
Sheep,Offal,Other,2018-07,England,5047,704944,140,0.716
Sheep,Offal,Other,2018-08,England,5875,886565,141,0.663
Sheep,Offal,Other,2018-09,England,5381,642372,139,0.838
Sheep,Offal,Other,2018-07,Wales,1138,265665,19,0.428
Sheep,Offal,Other,2018-08,Wales,1393,318698,19,0.437
Sheep,Offal,Other,2018-09,Wales,1523,310058,19,0.491
Sheep,Offal,Pneumonia,2018-08,England,6,886565,141,0.001
Sheep,Offal,Pneumonia,2018-09,England,2,642372,139,0
Sheep,Offal,Pneumonia Mycoplasma Like,2018-07,England,20141,704944,140,2.857
Sheep,Offal,Pneumonia Mycoplasma Like,2018-08,England,30563,886565,141,3.447
Sheep,Offal,Pneumonia Mycoplasma Like,2018-09,England,19129,642372,139,2.978
Sheep,Offal,Pneumonia Mycoplasma Like,2018-07,Wales,9841,265665,19,3.704
Sheep,Offal,Pneumonia Mycoplasma Like,2018-08,Wales,14500,318698,19,4.55
Sheep,Offal,Pneumonia Mycoplasma Like,2018-09,Wales,12881,310058,19,4.154
Sheep,Offal,Pneumonia Pasteurella Like,2018-07,England,11838,704944,140,1.679
Sheep,Offal,Pneumonia Pasteurella Like,2018-08,England,13912,886565,141,1.569
Sheep,Offal,Pneumonia Pasteurella Like,2018-09,England,12794,642372,139,1.992
Sheep,Offal,Pneumonia Pasteurella Like,2018-07,Wales,3328,265665,19,1.253
Sheep,Offal,Pneumonia Pasteurella Like,2018-08,Wales,4627,318698,19,1.452
Sheep,Offal,Pneumonia Pasteurella Like,2018-09,Wales,2477,310058,19,0.799
Sheep,Total Rejection,Contamination,2018-07,England,15,704944,140,0.002
Sheep,Total Rejection,Contamination,2018-08,England,19,886565,141,0.002
Sheep,Total Rejection,Contamination,2018-09,England,13,642372,139,0.002
Sheep,Total Rejection,Contamination,2018-07,Wales,2,265665,19,0.001
Sheep,Total Rejection,Contamination,2018-08,Wales,8,318698,19,0.003
Sheep,Total Rejection,Contamination,2018-09,Wales,3,310058,19,0.001
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-07,England,102,704944,140,0.014
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-08,England,102,886565,141,0.012
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-09,England,59,642372,139,0.009
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-07,Wales,12,265665,19,0.005
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-08,Wales,32,318698,19,0.01
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-09,Wales,19,310058,19,0.006
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-07,England,637,704944,140,0.09
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-08,England,721,886565,141,0.081
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-09,England,303,642372,139,0.047
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-07,Wales,24,265665,19,0.009
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-08,Wales,35,318698,19,0.011
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-09,Wales,17,310058,19,0.005
Sheep,Total Rejection,Generalised Tuberculosis (Suspect),2018-08,England,1,886565,141,0
Sheep,Total Rejection,Hydatidosis,2018-07,England,1,704944,140,0
Sheep,Total Rejection,Jaundice,2018-07,England,11,704944,140,0.002
Sheep,Total Rejection,Jaundice,2018-08,England,14,886565,141,0.002
Sheep,Total Rejection,Jaundice,2018-09,England,5,642372,139,0.001
Sheep,Total Rejection,Jaundice,2018-07,Wales,1,265665,19,0
Sheep,Total Rejection,Jaundice,2018-08,Wales,3,318698,19,0.001
