Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,Carcase,Bruising – Wool Pull,2020-10,Wales,52,282027,16,0.018
Sheep,Carcase,Bruising – Wool Pull,2020-11,Wales,24,260937,16,0.009
Sheep,Carcase,Bruising – Wool Pull,2020-12,Wales,122,255979,16,0.048
Sheep,Carcase,Contamination,2020-10,England,31778,878680,121,3.617
Sheep,Carcase,Contamination,2020-11,England,32510,870282,124,3.736
Sheep,Carcase,Contamination,2020-12,England,33681,960238,122,3.508
Sheep,Carcase,Contamination,2020-10,Wales,8297,282027,16,2.942
Sheep,Carcase,Contamination,2020-11,Wales,7008,260937,16,2.686
Sheep,Carcase,Contamination,2020-12,Wales,7309,255979,16,2.855
Sheep,Carcase,Cysticercus ovis (Carcase),2020-10,England,2502,878680,121,0.285
Sheep,Carcase,Cysticercus ovis (Carcase),2020-11,England,2670,870282,124,0.307
Sheep,Carcase,Cysticercus ovis (Carcase),2020-12,England,2457,960238,122,0.256
Sheep,Carcase,Cysticercus ovis (Carcase),2020-10,Wales,1010,282027,16,0.358
Sheep,Carcase,Cysticercus ovis (Carcase),2020-11,Wales,848,260937,16,0.325
Sheep,Carcase,Cysticercus ovis (Carcase),2020-12,Wales,1133,255979,16,0.443
Sheep,Carcase,Hydatid Cyst,2020-10,England,279,878680,121,0.032
Sheep,Carcase,Hydatid Cyst,2020-11,England,142,870282,124,0.016
Sheep,Carcase,Hydatid Cyst,2020-12,England,221,960238,122,0.023
Sheep,Carcase,Hydatid Cyst,2020-10,Wales,11,282027,16,0.004
Sheep,Carcase,Hydatid Cyst,2020-11,Wales,4,260937,16,0.002
Sheep,Carcase,Hydatid Cyst,2020-12,Wales,18,255979,16,0.007
Sheep,Carcase,Joint Lesions,2020-10,England,3757,878680,121,0.428
Sheep,Carcase,Joint Lesions,2020-11,England,4166,870282,124,0.479
Sheep,Carcase,Joint Lesions,2020-12,England,5301,960238,122,0.552
Sheep,Carcase,Joint Lesions,2020-10,Wales,1043,282027,16,0.37
Sheep,Carcase,Joint Lesions,2020-11,Wales,1652,260937,16,0.633
Sheep,Carcase,Joint Lesions,2020-12,Wales,2260,255979,16,0.883
Sheep,Carcase,Localised Tuberculosis (suspect) *,2020-10,England,1,878680,121,0
Sheep,Carcase,Other,2020-10,England,5171,878680,121,0.588
Sheep,Carcase,Other,2020-11,England,6697,870282,124,0.77
Sheep,Carcase,Other,2020-12,England,6747,960238,122,0.703
Sheep,Carcase,Other,2020-10,Wales,2383,282027,16,0.845
Sheep,Carcase,Other,2020-11,Wales,2758,260937,16,1.057
Sheep,Carcase,Other,2020-12,Wales,2824,255979,16,1.103
Sheep,Offal,Contamination,2020-10,England,14041,878680,121,1.598
Sheep,Offal,Contamination,2020-11,England,12555,870282,124,1.443
Sheep,Offal,Contamination,2020-12,England,13093,960238,122,1.364
Sheep,Offal,Contamination,2020-10,Wales,4783,282027,16,1.696
Sheep,Offal,Contamination,2020-11,Wales,2628,260937,16,1.007
Sheep,Offal,Contamination,2020-12,Wales,3317,255979,16,1.296
Sheep,Offal,Cysticercus ovis (Offal),2020-10,England,4503,878680,121,0.512
Sheep,Offal,Cysticercus ovis (Offal),2020-11,England,4992,870282,124,0.574
Sheep,Offal,Cysticercus ovis (Offal),2020-12,England,5736,960238,122,0.597
Sheep,Offal,Cysticercus ovis (Offal),2020-10,Wales,1183,282027,16,0.419
Sheep,Offal,Cysticercus ovis (Offal),2020-11,Wales,1026,260937,16,0.393
Sheep,Offal,Cysticercus ovis (Offal),2020-12,Wales,1585,255979,16,0.619
Sheep,Offal,Cysticercus tenuicollis,2020-10,England,52909,878680,121,6.021
Sheep,Offal,Cysticercus tenuicollis,2020-11,England,56784,870282,124,6.525
Sheep,Offal,Cysticercus tenuicollis,2020-12,England,64733,960238,122,6.741
Sheep,Offal,Cysticercus tenuicollis,2020-10,Wales,21054,282027,16,7.465
Sheep,Offal,Cysticercus tenuicollis,2020-11,Wales,15717,260937,16,6.023
Sheep,Offal,Cysticercus tenuicollis,2020-12,Wales,21880,255979,16,8.548
Sheep,Offal,Fluke Immature,2020-10,England,8993,878680,121,1.023
Sheep,Offal,Fluke Immature,2020-11,England,8546,870282,124,0.982
Sheep,Offal,Fluke Immature,2020-12,England,9755,960238,122,1.016
Sheep,Offal,Fluke Immature,2020-10,Wales,339,282027,16,0.12
Sheep,Offal,Fluke Immature,2020-11,Wales,445,260937,16,0.171
Sheep,Offal,Fluke Immature,2020-12,Wales,676,255979,16,0.264
Sheep,Offal,Fluke Mature,2020-10,England,26821,878680,121,3.052
Sheep,Offal,Fluke Mature,2020-11,England,30606,870282,124,3.517
Sheep,Offal,Fluke Mature,2020-12,England,34979,960238,122,3.643
Sheep,Offal,Fluke Mature,2020-10,Wales,4666,282027,16,1.654
Sheep,Offal,Fluke Mature,2020-11,Wales,5227,260937,16,2.003
Sheep,Offal,Fluke Mature,2020-12,Wales,7915,255979,16,3.092
Sheep,Offal,Historic Liver Scarring,2020-10,England,6317,878680,121,0.719
Sheep,Offal,Historic Liver Scarring,2020-11,England,5075,870282,124,0.583
Sheep,Offal,Historic Liver Scarring,2020-12,England,5882,960238,122,0.613
Sheep,Offal,Historic Liver Scarring,2020-10,Wales,79,282027,16,0.028
Sheep,Offal,Historic Liver Scarring,2020-11,Wales,164,260937,16,0.063
Sheep,Offal,Historic Liver Scarring,2020-12,Wales,274,255979,16,0.107
Sheep,Offal,Hydatid Cyst,2020-10,England,3101,878680,121,0.353
Sheep,Offal,Hydatid Cyst,2020-11,England,3226,870282,124,0.371
Sheep,Offal,Hydatid Cyst,2020-12,England,2542,960238,122,0.265
Sheep,Offal,Hydatid Cyst,2020-10,Wales,83,282027,16,0.029
Sheep,Offal,Hydatid Cyst,2020-11,Wales,146,260937,16,0.056
Sheep,Offal,Hydatid Cyst,2020-12,Wales,2791,255979,16,1.09
Sheep,Offal,Lung Abscesses,2020-10,England,5078,878680,121,0.578
Sheep,Offal,Lung Abscesses,2020-11,England,5444,870282,124,0.626
Sheep,Offal,Lung Abscesses,2020-12,England,5955,960238,122,0.62
Sheep,Offal,Lung Abscesses,2020-10,Wales,1367,282027,16,0.485
Sheep,Offal,Lung Abscesses,2020-11,Wales,787,260937,16,0.302
Sheep,Offal,Lung Abscesses,2020-12,Wales,1271,255979,16,0.497
Sheep,Offal,Lung Worm ,2020-10,England,40778,878680,121,4.641
Sheep,Offal,Lung Worm ,2020-11,England,38522,870282,124,4.426
Sheep,Offal,Lung Worm ,2020-12,England,43316,960238,122,4.511
Sheep,Offal,Lung Worm ,2020-10,Wales,33928,282027,16,12.03
Sheep,Offal,Lung Worm ,2020-11,Wales,26457,260937,16,10.139
Sheep,Offal,Lung Worm ,2020-12,Wales,34957,255979,16,13.656
Sheep,Offal,Other,2020-10,England,7137,878680,121,0.812
Sheep,Offal,Other,2020-11,England,9610,870282,124,1.104
Sheep,Offal,Other,2020-12,England,8762,960238,122,0.912
Sheep,Offal,Other,2020-10,Wales,2312,282027,16,0.82
Sheep,Offal,Other,2020-11,Wales,1084,260937,16,0.415
Sheep,Offal,Other,2020-12,Wales,2113,255979,16,0.825
Sheep,Offal,Pneumonia Mycoplasma Like,2020-10,England,27226,878680,121,3.099
Sheep,Offal,Pneumonia Mycoplasma Like,2020-11,England,28643,870282,124,3.291
Sheep,Offal,Pneumonia Mycoplasma Like,2020-12,England,29903,960238,122,3.114
Sheep,Offal,Pneumonia Mycoplasma Like,2020-10,Wales,18417,282027,16,6.53
Sheep,Offal,Pneumonia Mycoplasma Like,2020-11,Wales,13482,260937,16,5.167
Sheep,Offal,Pneumonia Mycoplasma Like,2020-12,Wales,17584,255979,16,6.869
Sheep,Offal,Pneumonia Pasteurella Like,2020-10,England,10981,878680,121,1.25
Sheep,Offal,Pneumonia Pasteurella Like,2020-11,England,10795,870282,124,1.24
Sheep,Offal,Pneumonia Pasteurella Like,2020-12,England,10461,960238,122,1.089
Sheep,Offal,Pneumonia Pasteurella Like,2020-10,Wales,1038,282027,16,0.368
Sheep,Offal,Pneumonia Pasteurella Like,2020-11,Wales,994,260937,16,0.381
Sheep,Offal,Pneumonia Pasteurella Like,2020-12,Wales,1381,255979,16,0.539
Sheep,Total Rejection,Contamination,2020-10,England,6,878680,121,0.001
