Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,Carcase,Abscess Forequarters,2018-06,Wales,593,182658,19,0.325
Sheep,Carcase,Abscess Hindquarters,2018-04,England,2258,636003,141,0.355
Sheep,Carcase,Abscess Hindquarters,2018-05,England,2317,692840,139,0.334
Sheep,Carcase,Abscess Hindquarters,2018-06,England,2075,614959,142,0.337
Sheep,Carcase,Abscess Hindquarters,2018-04,Wales,287,151597,19,0.189
Sheep,Carcase,Abscess Hindquarters,2018-05,Wales,263,183962,19,0.143
Sheep,Carcase,Abscess Hindquarters,2018-06,Wales,225,182658,19,0.123
Sheep,Carcase,Abscess Neck,2018-04,England,4873,636003,141,0.766
Sheep,Carcase,Abscess Neck,2018-05,England,5167,692840,139,0.746
Sheep,Carcase,Abscess Neck,2018-06,England,4558,614959,142,0.741
Sheep,Carcase,Abscess Neck,2018-04,Wales,845,151597,19,0.557
Sheep,Carcase,Abscess Neck,2018-05,Wales,1096,183962,19,0.596
Sheep,Carcase,Abscess Neck,2018-06,Wales,796,182658,19,0.436
Sheep,Carcase,Bruising ? Traumatic,2018-04,England,1410,636003,141,0.222
Sheep,Carcase,Bruising ? Traumatic,2018-05,England,1426,692840,139,0.206
Sheep,Carcase,Bruising ? Traumatic,2018-06,England,923,614959,142,0.15
Sheep,Carcase,Bruising ? Traumatic,2018-04,Wales,455,151597,19,0.3
Sheep,Carcase,Bruising ? Traumatic,2018-05,Wales,650,183962,19,0.353
Sheep,Carcase,Bruising ? Traumatic,2018-06,Wales,483,182658,19,0.264
Sheep,Carcase,Bruising ? Wool Pull,2018-04,England,618,636003,141,0.097
Sheep,Carcase,Bruising ? Wool Pull,2018-05,England,712,692840,139,0.103
Sheep,Carcase,Bruising ? Wool Pull,2018-06,England,450,614959,142,0.073
Sheep,Carcase,Bruising ? Wool Pull,2018-04,Wales,62,151597,19,0.041
Sheep,Carcase,Bruising ? Wool Pull,2018-05,Wales,119,183962,19,0.065
Sheep,Carcase,Bruising ? Wool Pull,2018-06,Wales,73,182658,19,0.04
Sheep,Carcase,Contamination,2018-04,England,22782,636003,141,3.582
Sheep,Carcase,Contamination,2018-05,England,23792,692840,139,3.434
Sheep,Carcase,Contamination,2018-06,England,19012,614959,142,3.092
Sheep,Carcase,Contamination,2018-04,Wales,4982,151597,19,3.286
