Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Goats,Offal,Contamination,2018-11,England,34,1782,72,1.908
Goats,Offal,Contamination,2018-12,England,9,1311,61,0.686
Goats,Offal,Cysticercus ovis (Offal),2018-10,England,2,2033,76,0.098
Goats,Offal,Cysticercus ovis (Offal),2018-11,England,1,1782,72,0.056
Goats,Offal,Cysticercus tenuicollis,2018-10,England,12,2033,76,0.59
Goats,Offal,Cysticercus tenuicollis,2018-11,England,19,1782,72,1.066
Goats,Offal,Cysticercus tenuicollis,2018-12,England,23,1311,61,1.754
Goats,Offal,Fluke Immature,2018-11,England,1,1782,72,0.056
Goats,Offal,Fluke Mature,2018-10,England,10,2033,76,0.492
Goats,Offal,Fluke Mature,2018-11,England,1,1782,72,0.056
Goats,Offal,Fluke Mature,2018-12,England,15,1311,61,1.144
Goats,Offal,Fluke Mature,2018-10,Wales,2,40,5,5
Goats,Offal,Fluke Mature,2018-12,Wales,5,39,4,12.821
Goats,Offal,Historic Liver Scarring,2018-10,England,5,2033,76,0.246
Goats,Offal,Historic Liver Scarring,2018-11,England,8,1782,72,0.449
Goats,Offal,Historic Liver Scarring,2018-12,England,1,1311,61,0.076
Goats,Offal,Hydatid Cyst,2018-12,England,1,1311,61,0.076
Goats,Offal,Lung Abscesses,2018-10,England,13,2033,76,0.639
Goats,Offal,Lung Abscesses,2018-11,England,12,1782,72,0.673
Goats,Offal,Lung Abscesses,2018-12,England,3,1311,61,0.229
Goats,Offal,Lung Worm ,2018-10,England,38,2033,76,1.869
Goats,Offal,Lung Worm ,2018-11,England,10,1782,72,0.561
Goats,Offal,Lung Worm ,2018-12,England,34,1311,61,2.593
Goats,Offal,Lung Worm ,2018-10,Wales,4,40,5,10
Goats,Offal,Lung Worm ,2018-12,Wales,1,39,4,2.564
Goats,Offal,Other,2018-10,England,19,2033,76,0.935
Goats,Offal,Other,2018-11,England,17,1782,72,0.954
Goats,Offal,Other,2018-12,England,15,1311,61,1.144
Goats,Offal,Pneumonia Mycoplasma Like,2018-10,England,58,2033,76,2.853
Goats,Offal,Pneumonia Mycoplasma Like,2018-11,England,45,1782,72,2.525
Goats,Offal,Pneumonia Mycoplasma Like,2018-12,England,29,1311,61,2.212
Goats,Offal,Pneumonia Pasteurella Like,2018-10,England,6,2033,76,0.295
Goats,Offal,Pneumonia Pasteurella Like,2018-11,England,1,1782,72,0.056
Goats,Offal,Pneumonia Pasteurella Like,2018-12,England,2,1311,61,0.153
Goats,Offal,Pneumonia Pasteurella Like,2018-10,Wales,2,40,5,5
Goats,Total Rejection,Emaciation/Generalised Oedema,2018-12,England,1,1311,61,0.076
Goats,Total Rejection,Generalised Tuberculosis (Suspect),2018-10,England,3,2033,76,0.148
Goats,Total Rejection,Generalised Tuberculosis (Suspect),2018-11,England,3,1782,72,0.168
Goats,Total Rejection,Generalised Tuberculosis (Suspect),2018-12,England,3,1311,61,0.229
Goats,Total Rejection,Multiple Abscesses/Pyaemia,2018-10,England,3,2033,76,0.148
Goats,Total Rejection,Multiple Abscesses/Pyaemia,2018-11,England,4,1782,72,0.224
Goats,Total Rejection,Other,2018-10,England,1,2033,76,0.049
Goats,Total Rejection,Other,2018-11,England,1,1782,72,0.056
Goats,Total Rejection,Other,2018-12,England,1,1311,61,0.076
Goats,Total Rejection,Polyarthritis,2018-12,Wales,1,39,4,2.564
Goats,Total Rejection,Septicaemia/Fever,2018-10,England,1,2033,76,0.049
Goats,Total Rejection,Septicaemia/Fever,2018-11,England,1,1782,72,0.056
Sheep,AnteMortem,Abnormal Respiratory Signs,2018-10,England,7518,843312,139,0.891
Sheep,AnteMortem,Abnormal Respiratory Signs,2018-11,England,7698,792866,139,0.971
Sheep,AnteMortem,Abnormal Respiratory Signs,2018-12,England,8910,791513,136,1.126
Sheep,AnteMortem,Abnormal Respiratory Signs,2018-10,Wales,2320,377012,19,0.615
Sheep,AnteMortem,Abnormal Respiratory Signs,2018-11,Wales,1465,353973,17,0.414
Sheep,AnteMortem,Abnormal Respiratory Signs,2018-12,Wales,1062,313444,16,0.339
